Table,Condition,Frequency
cn,(cn.name LIKE '%w%' OR cn.name LIKE '%N%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%i%' OR cn.name LIKE '%m%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%c%' OR cn.name LIKE '%m%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%u%' OR cn.name LIKE '%r%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%i%' OR cn.name LIKE '%i%') AND cn.country_code != '[ca]',1
cn,(cn.name LIKE '%m%' OR cn.name LIKE '%m%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%u%' OR cn.name LIKE '%S%') AND cn.country_code != '[my]',1
cn,(cn.name LIKE '%C%' OR cn.name LIKE '%e%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%i%' OR cn.name LIKE '%r%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%A%' OR cn.name LIKE '%t%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%)%' OR cn.name LIKE '%t%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%s%' OR cn.name LIKE '%n%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%i%' OR cn.name LIKE '%n%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%t%' OR cn.name LIKE '%e%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%F%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%c%' OR cn.name LIKE '%o%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%I%' OR cn.name LIKE '%l%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%s%' OR cn.name LIKE '%o%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%n%' OR cn.name LIKE '%e%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%r%' OR cn.name LIKE '%r%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%N%' OR cn.name LIKE '%y%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%o%' OR cn.name LIKE '%i%') AND cn.country_code != '[us]',2
cn,(cn.name LIKE '%T%' OR cn.name LIKE '%P%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%m%' OR cn.name LIKE '%-%') AND cn.country_code != '[kr]',1
cn,(cn.name LIKE '%m%' OR cn.name LIKE '%a%') AND cn.country_code != '[ca]',1
cn,(cn.name LIKE '%e%' OR cn.name LIKE '%W%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%S%' OR cn.name LIKE '%t%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%D%' OR cn.name LIKE '%m%') AND cn.country_code != '[kr]',1
cn,(cn.name LIKE '%l%' OR cn.name LIKE '%i%') AND cn.country_code != '[hu]',1
cn,(cn.name LIKE '%e%' OR cn.name LIKE '%i%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%e%' OR cn.name LIKE '%u%') AND cn.country_code != '[jp]',1
cn,(cn.name LIKE '%y%' OR cn.name LIKE '%e%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%i%' OR cn.name LIKE '%c%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%e%' OR cn.name LIKE '%o%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%n%' OR cn.name LIKE '%n%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%i%' OR cn.name LIKE '%a%') AND cn.country_code != '[jp]',1
cn,(cn.name LIKE '%y%' OR cn.name LIKE '%n%') AND cn.country_code != '[us]',2
cn,(cn.name LIKE '%e%' OR cn.name LIKE '%e%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%e%' OR cn.name LIKE '%n%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%m%' OR cn.name LIKE '%F%') AND cn.country_code != '[mx]',1
cn,(cn.name LIKE '%R%' OR cn.name LIKE '%e%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%s%' OR cn.name LIKE '%e%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%y%') AND cn.country_code != '[jp]',1
cn,(cn.name LIKE '%K%' OR cn.name LIKE '%i%') AND cn.country_code != '[kr]',1
cn,(cn.name LIKE '%a%' OR cn.name LIKE '%a%') AND cn.country_code != '[jp]',1
cn,(cn.name LIKE '%B%' OR cn.name LIKE '%o%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%F%' OR cn.name LIKE '%t%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%l%' OR cn.name LIKE '%R%') AND cn.country_code != '[us]',1
ct,ct.kind = 'distributors',12
ct,ct.kind = 'production companies',38
k,k.keyword = 'priest',3
k,k.keyword = 'gambling',1
k,k.keyword = 'sex-therapist',1
k,k.keyword = 'arsenic-poisoning',1
k,k.keyword = 'rural-setting',1
k,k.keyword = 'patient',1
k,k.keyword = 'foreign-language-adaptation',1
k,k.keyword = 'fighter',1
k,k.keyword = 'camaraderie',1
k,k.keyword = 'widower',1
k,k.keyword = 'fighting',1
k,k.keyword = 'nurse',2
k,k.keyword = 'humiliation',1
k,k.keyword = 'stepfather-murdered-by-stepson',1
k,k.keyword = 'money',1
k,k.keyword = 'attempted-murder',1
k,k.keyword = 'brawl',1
k,k.keyword = 'shower',2
k,k.keyword = 'underwear',3
k,k.keyword = 'nudity',3
k,k.keyword = 'slapstick',1
k,k.keyword = 'sculpture',1
k,k.keyword = 'cell-phone',1
k,k.keyword = 'brother-brother-relationship',1
k,k.keyword = 'kicked-in-the-head',1
k,k.keyword = 'summer',2
k,k.keyword = 'record-player',2
k,k.keyword = 'kung-fu',1
k,k.keyword = 'soccer',1
k,k.keyword = 'martial-artist',1
k,k.keyword = 'american-indian',1
k,k.keyword = 'flashback',1
k,k.keyword = 'female-nudity',2
k,k.keyword = 'severed-head',2
k,k.keyword = 'loss',1
k,k.keyword = 'roundhouse-kick',1
k,k.keyword = 'audition',1
k,k.keyword = 'held-at-gunpoint',1
mi,"mi.info IN ('PCS:Spherical', 'Spain:10 May 1974', 'Mexico:5 July 1950', 'MET:2014.75 m', 'France:3 May 1910')",1
mi,"mi.info IN ('Doug Billings: At least our trip wasn''t a total loss.::Alan Garner: Why do you say that?::Doug Billings: While I was stuck on the roof I found about 80,000 dollars worth of Bellagio chips in my pocket. Looks like we''re heading home with some money, boys!', 'Denmark:31 May 1940', '718', 'UK:23 June 2006', 'May 1991 - May 1991')",1
mi,"mi.info IN ('South Korea:18', 'Norway:1 March 1963', 'Japan:16 March 1996', 'USA:28 May 1917', 'Mexico:4 March 2005')",1
mi,"mi.info IN ('Romance', '18 March 2013 -', 'Singapore:210', 'Come To Daddy.', '12762')",1
mi,"mi.info IN ('Canada:G', 'UK:23 June 2012', '2355', 'Timecop', 'Spain:12 July 1972')",1
mi,"mi.info IN ('Letterbox', 'India:19 April 1962', '1996 AS', '1,581,786 (Spain)', 'USA:4 February 1984')",1
mi,"mi.info IN ('Stereo', 'MET:262.13 m', '51447', 'UK:December 1976', 'USA:6 December 2010')",1
mi,"mi.info IN ('RAT:1.85 : 1', 'India:21 July 1983', 'ID 4756 MC', '585,667 (Spain)', 'USA:23 July 2009')",1
mi,"mi.info IN ('CAM:Arriflex Cameras', 'Romania:97', 'Mexico:2 April 1943', 'China:17 June 2006', '$1,117,000 (USA)')",1
mi,"mi.info IN ('PCS:Panavision', 'USA:19 April 1911', 'MET:1605.38 m', '82,536 (Spain)', 'DEM 500')",1
mi,"mi.info IN ('Black and White', 'USA:June 1968', 'France:March 2003', 'UK:25 May 2009', 'MET:81.69 m')",1
mi,"mi.info IN ('Burbank, California, USA', 'UK:7 November 2006', '9 August 2011 - ?', 'Italy:22 April 2009', 'UK:1 August 1991')",1
mi,"mi.info IN ('Finland:K-3', 'Sweden:20 July 1981', 'Finland:28', 'MET:312.42 m', 'Finland:6 May 1929')",1
mi,"mi.info IN ('USA:PG-13', 'Hvaler, Norway', 'USA:7 April 1995', 'MET:2,054.66 m', 'Portugal:1 May 2008')",1
mi,"mi.info IN ('OFM:35 mm', 'India:24 March 2011', 'Austria:March 2011', 'Lon: What the fuck?', 'ARS 3,400,000')",1
mi,"mi.info IN ('1.85 : 1', 'Lake Malawi, Malawi', '3 January 1941 - ?', 'Italy:23 March 2004', 'UK:26 August 1911')",1
mi,"mi.info IN ('Mystery', 'USA:27 May 1981', '1 October 1995', 'USA:25 March 1994', '$4,978,922 (USA)')",1
mi,"mi.info IN ('Hollywood, Los Angeles, California, USA', '4,105 (Estonia)', 'Brazil:6 July 2007', '210', 'USA:5 August 2001')",1
mi,"mi.info IN ('Canada:14A', 'Arrangement, The', 'Russia:7 June 2001', 'Justice is Served', 'Spain:25 July 2009')",1
mi,"mi.info IN ('DATE: The film is set in 1976, but during one of the beach scenes, we see several buildings on the Chicago skyline that were not built until several years later (e.g., the new Prudential Building ""Pru-2"").', 'USA:5 June 2005', '$35,112,679 (USA)', 'Mission, The', 'USA:24 June 1967')",1
mi,"mi.info IN ('PFM:35 mm', 'USA:13 June 1961', 'Stay In The Light!', 'Turkey:3 March 1995', 'Ireland:7 May 2007')",1
mi,"mi.info IN ('Dolby Surround', 'UK:26 November 2001', 'USA:17 May 1949', 'December 2003 -', 'Portugal:5 May 1950')",1
mi,"mi.info IN ('Australia:M', 'DZD 42,000,000', 'HKD 10,000,000', 'May 2009 - ?', 'Page, Arizona, USA')",1
mi,"mi.info IN ('USA:October 2006', 'Japan:2002', 'Bianca Films 2004', 'ID 6128 IV', 'Saturn Films, INc.')",1
mi,"mi.info IN ('Hornaday, Ann. ""Hook, Line and Hoodwinkers: A Fishing Village Casts for a Doctor in ''Seducing Dr. Lewis''"". In: ""The Washington Post"" (USA), Vol. 127, Iss. 238, 30 July 2004, Pg. c5, (NP)', 'USA:31 July 2007', 'Denmark:113', 'Russia:23 June 2005', 'Taiwan:27 June 2010')",1
mi,"mi.info IN ('Latvia:9 March 2007', 'â¬ 20,000,000', '265,138 (Spain)', 'MET:470 m', 'USA:8 November 1985')",1
mi,"mi.info IN ('Dolby Digital', 'KRW 4,200,000,000', 'Canada:July 2001', 'Brazil:21 May 2002', 'USA:3 April 2010')",1
mi,"mi.info IN ('Japan:10 March 2007', 'Philippines:2008', 'Serbia:8 March 2003', 'Spain:23 July 1970', 'USA:1 July 2000')",1
mi,"mi.info IN ('Spanish', 'UK:4 March 1966', '42071', 'Italy:23 July 1969', 'SF078-1214')",1
