Table,Condition,Frequency
k,k.keyword = 'based-on-novel',32
k,k.keyword = 'bare-chested-male',3
k,k.keyword = 'surrealism',3
k,k.keyword = 'character-name-in-title',70
k,k.keyword = 'sex',76
k,k.keyword = 'revenge',3
k,k.keyword = 'murder',33
k,k.keyword = 'hardcore',49
k,k.keyword = 'father-daughter-relationship',4
k,k.keyword = 'number-in-title',2
k,k.keyword = 'female-nudity',34
k,k.keyword = 'one-word-title',4
k,k.keyword = 'family-relationships',2
k,k.keyword = 'nudity',5
k,k.keyword = 'based-on-play',2
k,k.keyword = 'alcoholic-drink',1
k,k.keyword = 'independent-film',28
k,k.keyword = 'husband-wife-relationship',3
k,k.keyword = 'father-son-relationship',5
k,k.keyword = 'bare-breasts',2
k,k.keyword = 'love',4
k,k.keyword = 'friendship',3
k,k.keyword = 'violence',5
k,k.keyword = 'tv-mini-series',2
k,k.keyword = 'non-fiction',2
k,k.keyword = 'breakfast-in-bed',1
k,k.keyword = 'kronprinz',1
k,k.keyword = 'oral-sex',2
k,k.keyword = 'made',1
k,k.keyword = 'death',2
k,k.keyword = 'sequel',4
k,k.keyword = 'police',4
k,k.keyword = 'dog',1
k,k.keyword = 'guadeloupe',1
k,k.keyword = 'male-nudity',1
k,k.keyword = 'convoy',1
k,k.keyword = 'american-soldier',1
k,k.keyword = 'climbing-up-wall',1
k,k.keyword = 'mysterious-death',1
k,k.keyword = 'ends-with-musical-number',1
n,n.name LIKE '%Bob%',25
n,n.name LIKE '%CÃ©sar%',1
n,n.name LIKE '%Bradley%',14
n,n.name LIKE '%Merv%',21
n,n.name LIKE '%Griffin%',20
n,n.name LIKE '%Dee%',3
n,n.name LIKE '%Barker%',20
n,n.name LIKE '%Joe%',2
n,n.name LIKE '%Bell%',14
n,n.name LIKE '%Luis%',1
n,n.name LIKE '%Jon%',17
n,n.name LIKE '%Jim%',11
n,n.name LIKE '%Olson%',1
n,n.name LIKE '%Chang%',1
n,n.name LIKE '%Anita%',1
n,n.name LIKE '%Friedman%',1
n,n.name LIKE '%Boyd%',8
n,n.name LIKE '%Jay%',4
n,n.name LIKE '%Welker%',7
n,n.name LIKE '%Melanie%',1
n,n.name LIKE '%Freeman%',2
n,n.name LIKE '%Leno%',9
n,n.name LIKE '%Jemima%',1
n,n.name LIKE '%Wu%',1
n,n.name LIKE '%Parker%',3
n,n.name LIKE '%Allan%',1
n,n.name LIKE '%David%',9
n,n.name LIKE '%Helena%',3
n,n.name LIKE '%Stewart%',7
n,n.name LIKE '%Shearer%',1
n,n.name LIKE '%Pedro%',1
n,n.name LIKE '%White%',2
n,n.name LIKE '%Bill%',1
n,n.name LIKE '%Morgan%',3
n,n.name LIKE '%Rich%',1
n,n.name LIKE '%Tom%',5
n,n.name LIKE '%Rogers%',2
n,n.name LIKE '%Katie%',1
n,n.name LIKE '%Carlos%',1
n,n.name LIKE '%Cosby%',1
n,n.name LIKE '%Cho%',1
n,n.name LIKE '%Michael%',2
n,n.name LIKE '%Richard%',3
n,n.name LIKE '%Janice%',4
n,n.name LIKE '%Gilbert%',2
n,n.name LIKE '%Alan%',1
n,n.name LIKE '%Johnny%',2
n,n.name LIKE '%Whiteley%',1
n,n.name LIKE '%Vorderman%',1
n,n.name LIKE '%SÃ£o%',1
n,n.name LIKE '%Spelling%',2
n,n.name LIKE '%Bastos%',1
n,n.name LIKE '%Veselin%',1
n,n.name LIKE '%Colbert%',1
n,n.name LIKE '%PatrÃ­cia%',1
n,n.name LIKE '%Clarice%',1
n,n.name LIKE '%Poulter%',1
n,n.name LIKE '%Merson%',1
n,n.name LIKE '%Carol%',4
n,n.name LIKE '%Pat%',1
n,n.name LIKE '%Susana%',1
n,n.name LIKE '%Gene%',1
n,n.name LIKE '%Dian%',2
n,n.name LIKE '%Beatty%',1
n,n.name LIKE '%FÃ©lix%',3
n,n.name LIKE '%Holly%',1
n,n.name LIKE '%Barrie%',1
n,n.name LIKE '%Star%',1
n,n.name LIKE '%Jimmy%',2
n,n.name LIKE '%Roger%',1
n,n.name LIKE '%Shaffer%',1
