Table,Condition,Frequency
k,k.keyword = 'sequel',2
k,k.keyword = 'sex',12
k,k.keyword = 'based-on-novel',3
k,k.keyword = 'character-name-in-title',9
k,k.keyword = 'bare-chested-male',1
k,k.keyword = 'hardcore',6
k,k.keyword = 'based-on-play',1
k,k.keyword = 'tv-mini-series',1
k,k.keyword = 'father-son-relationship',2
k,k.keyword = 'nudity',1
k,k.keyword = 'independent-film',2
k,k.keyword = 'female-nudity',2
k,k.keyword = 'murder',3
k,k.keyword = 'police',3
k,k.keyword = 'father-daughter-relationship',1
k,k.keyword = 'love',1
n,n.name LIKE '%Steve%',1
n,n.name LIKE '%Bell%',2
n,n.name LIKE '%Frank%',3
n,n.name LIKE '%Tom%',1
n,n.name LIKE '%Welker%',3
n,n.name LIKE '%Merv%',5
n,n.name LIKE '%Wu%',1
n,n.name LIKE '%Bob%',4
n,n.name LIKE '%Helena%',1
n,n.name LIKE '%CÃ©sar%',1
n,n.name LIKE '%Jordi%',1
n,n.name LIKE '%William%',1
n,n.name LIKE '%Brien%',1
n,n.name LIKE '%Jemima%',1
n,n.name LIKE '%Ferguson%',1
n,n.name LIKE '%Laura%',1
n,n.name LIKE '%Andrew%',1
n,n.name LIKE '%Kahane%',1
n,n.name LIKE '%Weaver%',1
n,n.name LIKE '%Stephen%',1
n,n.name LIKE '%Ãlvarez%',1
n,n.name LIKE '%Diogo%',1
n,n.name LIKE '%Jim%',2
n,n.name LIKE '%Jon%',2
n,n.name LIKE '%Lee%',1
n,n.name LIKE '%Leno%',1
n,n.name LIKE '%Barker%',1
n,n.name LIKE '%Pedro%',1
n,n.name LIKE '%Bradley%',1
n,n.name LIKE '%Griffin%',1
n,n.name LIKE '%Luis%',1
n,n.name LIKE '%Joe%',1
n,n.name LIKE '%Rosal%',1
n,n.name LIKE '%Susana%',1
n,n.name LIKE '%Marsh%',1
n,n.name LIKE '%Vanacore%',1
t,t.production_year > 1998,2
t,t.production_year > 1999,4
t,t.production_year > 1906,1
t,t.production_year > 1985,1
t,t.production_year > 1993,1
t,t.production_year > 1995,2
t,t.production_year > 1996,1
t,t.production_year > 1964,2
t,t.production_year > 2005,3
t,t.production_year > 2010,3
t,t.production_year > 2008,2
t,t.production_year > 1989,1
t,t.production_year > 1947,1
t,t.production_year > 1976,1
t,t.production_year > 1978,1
t,t.production_year > 1988,1
t,t.production_year > 1974,1
t,t.production_year > 1928,1
t,t.production_year > 1994,3
t,t.production_year > 1983,1
t,t.production_year > 1991,2
t,t.production_year > 1948,1
t,t.production_year > 2001,1
t,t.production_year > 2003,1
t,t.production_year > 1939,1
t,t.production_year > 2006,3
t,t.production_year > 1965,1
t,t.production_year > 1981,1
t,t.production_year > 2004,1
t,t.production_year > 1891,1
t,t.production_year > 2002,1
t,t.production_year > 1987,1
t,t.production_year > 2009,1
t,t.production_year > 1973,1
