Table,Condition,Frequency
cn,cn.country_code = '[us]',41
cn,cn.country_code = '[de]',3
cn,cn.country_code = '[jp]',1
cn,cn.country_code = '[nl]',4
cn,cn.country_code = '[ru]',1
k,k.keyword = 'sequel',13
k,k.keyword = 'character-name-in-title',34
k,k.keyword = 'computer-animation',3
n,n.name LIKE '%S%',1
n,n.name LIKE '%R%',1
n,n.name LIKE 'G%',2
n,n.name LIKE 'K%',1
n,n.name LIKE '%H%',1
n,n.name LIKE '%Yo%',1
n,n.name LIKE '%Angel%',5
n,n.name LIKE '%F%',2
n,n.name LIKE 'H%',1
n,n.name LIKE '%Downey%Robert%',5
n,n.name LIKE '%Ang%',1
n,n.name LIKE 'B%',5
n,n.name LIKE '%E%',1
n,n.name LIKE 'F%',2
n,n.name LIKE '%V%',2
n,n.name LIKE '%A%',3
n,n.name LIKE '%Z%',1
n,n.name LIKE '%D%',1
n,n.name LIKE '%I%',3
n,n.name LIKE 'A%',1
n,n.name LIKE 'C%',1
n,n.name LIKE '%Q%',2
n,n.name LIKE '%K%',2
n,n.name LIKE '%Tim%',1
n,n.name LIKE 'D%',1
n,n.name LIKE '%C%',1
n,n.name LIKE 'J%',1
n,n.name LIKE '%M%',1
