Table,Condition,Frequency
it_miidx,it.info = 'votes distribution',21
it_miidx,it.info = 'rating',14
it_miidx,it.info = 'votes',15
k,k.keyword LIKE '%u%',3
k,k.keyword LIKE '%s%',2
k,k.keyword LIKE '%i%',4
k,k.keyword LIKE '%m%',2
k,k.keyword LIKE '%c%',4
k,k.keyword LIKE '%o%',3
k,k.keyword LIKE '%d%',1
k,k.keyword LIKE '%n%',4
k,k.keyword LIKE '%''%',1
k,k.keyword LIKE '%x%',2
k,k.keyword LIKE '%l%',2
k,k.keyword LIKE '%e%',5
k,k.keyword LIKE '%r%',4
k,k.keyword LIKE '%v%',1
k,k.keyword LIKE '%f%',1
k,k.keyword LIKE '%a%',3
k,k.keyword LIKE '%-%',3
k,k.keyword LIKE '%p%',1
k,k.keyword LIKE '%b%',1
k,k.keyword LIKE '%t%',1
k,k.keyword LIKE '%w%',1
k,k.keyword LIKE '%g%',1
mi_idx,mi_idx.info > '0001101101',1
mi_idx,mi_idx.info > '0..0.10320',1
mi_idx,mi_idx.info > '6.1',2
mi_idx,mi_idx.info > '210100.1.1',1
mi_idx,mi_idx.info > '54',1
mi_idx,mi_idx.info > '1358',1
mi_idx,mi_idx.info > '0000012101',1
mi_idx,mi_idx.info > '3695',1
mi_idx,mi_idx.info > '.....1511.',1
mi_idx,mi_idx.info > '1...0023.1',1
mi_idx,mi_idx.info > '.....6.2.2',1
mi_idx,mi_idx.info > '6',1
mi_idx,mi_idx.info > '25',1
mi_idx,mi_idx.info > '19',2
mi_idx,mi_idx.info > '81',1
mi_idx,mi_idx.info > '.....212.3',1
mi_idx,mi_idx.info > '5.8',1
mi_idx,mi_idx.info > '380',1
mi_idx,mi_idx.info > '...1.2232.',1
mi_idx,mi_idx.info > '5.6',2
mi_idx,mi_idx.info > '20',1
mi_idx,mi_idx.info > '6.5',2
mi_idx,mi_idx.info > '11.....214',1
mi_idx,mi_idx.info > '9',1
mi_idx,mi_idx.info > '4.8',1
mi_idx,mi_idx.info > '1011100001',1
mi_idx,mi_idx.info > '7.5',1
mi_idx,mi_idx.info > '370',1
mi_idx,mi_idx.info > '1..210.012',1
mi_idx,mi_idx.info > '1.00101201',1
mi_idx,mi_idx.info > '38',1
mi_idx,mi_idx.info > '1001001001',1
mi_idx,mi_idx.info > '5.2',2
mi_idx,mi_idx.info > '0.00001312',1
mi_idx,mi_idx.info > '.2.2.2...4',1
mi_idx,mi_idx.info > '20010011.2',1
mi_idx,mi_idx.info > '6.6',1
mi_idx,mi_idx.info > '22',1
mi_idx,mi_idx.info > '100.100003',1
mi_idx,mi_idx.info > '410100..01',1
mi_idx,mi_idx.info > '1..1.1.3.3',1
mi_idx,mi_idx.info > '4.3',1
mi_idx,mi_idx.info > '5.1',1
mi_idx,mi_idx.info > '10...11203',1
mi_idx,mi_idx.info > '158',1
t,t.production_year > 1995,1
t,t.production_year > 2005,5
t,t.production_year > 1999,3
t,t.production_year > 1990,3
t,t.production_year > 1991,1
t,t.production_year > 1994,2
t,t.production_year > 1997,2
t,t.production_year > 2007,3
t,t.production_year > 1996,3
t,t.production_year > 2008,2
t,t.production_year > 1988,3
t,t.production_year > 2003,2
t,t.production_year > 2002,3
t,t.production_year > 1989,1
t,t.production_year > 1998,3
t,t.production_year > 1984,1
t,t.production_year > 2006,3
t,t.production_year > 1983,1
t,t.production_year > 2004,1
t,t.production_year > 2000,4
t,t.production_year > 1992,1
t,t.production_year > 2001,1
t,t.production_year > 1980,1
