Table,Condition,Frequency
it_miidx,it.info = 'votes',14
it_miidx,it.info = 'rating',19
it_miidx,it.info = 'votes distribution',17
k,k.keyword LIKE '%g%',1
k,k.keyword LIKE '%s%',6
k,k.keyword LIKE '%1%',1
k,k.keyword LIKE '%c%',2
k,k.keyword LIKE '%i%',4
k,k.keyword LIKE '%t%',5
k,k.keyword LIKE '%n%',7
k,k.keyword LIKE '%o%',2
k,k.keyword LIKE '%-%',5
k,k.keyword LIKE '%e%',5
k,k.keyword LIKE '%l%',1
k,k.keyword LIKE '%b%',1
k,k.keyword LIKE '%z%',1
k,k.keyword LIKE '%y%',1
k,k.keyword LIKE '%u%',3
k,k.keyword LIKE '%d%',1
k,k.keyword LIKE '%a%',3
k,k.keyword LIKE '%k%',1
mi_idx,mi_idx.info > '132',1
mi_idx,mi_idx.info > '203',1
mi_idx,mi_idx.info > '6.7',1
mi_idx,mi_idx.info > '0000012101',1
mi_idx,mi_idx.info > '5.3',1
mi_idx,mi_idx.info > '6.1',1
mi_idx,mi_idx.info > '0000000123',1
mi_idx,mi_idx.info > '..0110.101',1
mi_idx,mi_idx.info > '5.7',1
mi_idx,mi_idx.info > '6.0',1
mi_idx,mi_idx.info > '259879',1
mi_idx,mi_idx.info > '62',1
mi_idx,mi_idx.info > '1...331...',1
mi_idx,mi_idx.info > '0000012211',2
mi_idx,mi_idx.info > '0000011211',1
mi_idx,mi_idx.info > '0000012212',1
mi_idx,mi_idx.info > '8.4',1
mi_idx,mi_idx.info > '3.7',1
mi_idx,mi_idx.info > '6.6',2
mi_idx,mi_idx.info > '6.9',1
mi_idx,mi_idx.info > '4380',1
mi_idx,mi_idx.info > '34',1
mi_idx,mi_idx.info > '11.0011002',1
mi_idx,mi_idx.info > '0000001212',1
mi_idx,mi_idx.info > '8.1',2
mi_idx,mi_idx.info > '3.2',1
mi_idx,mi_idx.info > '8.3',1
mi_idx,mi_idx.info > '4.9',1
mi_idx,mi_idx.info > '7',1
mi_idx,mi_idx.info > '2.8',1
mi_idx,mi_idx.info > '6.2',1
mi_idx,mi_idx.info > '0000013100',1
mi_idx,mi_idx.info > '...00..006',1
mi_idx,mi_idx.info > '21',1
mi_idx,mi_idx.info > '0000122100',1
mi_idx,mi_idx.info > '0000012310',1
mi_idx,mi_idx.info > '256',1
mi_idx,mi_idx.info > '4.6',1
mi_idx,mi_idx.info > '41',1
mi_idx,mi_idx.info > '6.8',1
mi_idx,mi_idx.info > '20',1
mi_idx,mi_idx.info > '39',1
mi_idx,mi_idx.info > '100..00114',1
mi_idx,mi_idx.info > '0000012112',1
mi_idx,mi_idx.info > '0000001211',1
mi_idx,mi_idx.info > '901',1
mi_idx,mi_idx.info > '61',1
t,t.production_year > 1993,3
t,t.production_year > 2008,1
t,t.production_year > 1989,2
t,t.production_year > 2005,3
t,t.production_year > 1985,1
t,t.production_year > 2009,4
t,t.production_year > 1942,1
t,t.production_year > 1968,1
t,t.production_year > 1965,2
t,t.production_year > 2003,2
t,t.production_year > 1960,1
t,t.production_year > 1936,1
t,t.production_year > 1987,3
t,t.production_year > 1969,2
t,t.production_year > 1975,1
t,t.production_year > 1939,3
t,t.production_year > 2001,2
t,t.production_year > 1999,1
t,t.production_year > 1967,2
t,t.production_year > 1966,1
t,t.production_year > 1998,1
t,t.production_year > 1996,1
t,t.production_year > 2007,2
t,t.production_year > 1938,1
t,t.production_year > 2011,1
t,t.production_year > 2006,3
t,t.production_year > 1997,1
t,t.production_year > 1988,1
t,t.production_year > 1984,1
t,t.production_year > 1974,1
