Table,Condition,Frequency
an,an.name LIKE 'R%',8
an,an.name LIKE '%z%',10
an,an.name LIKE 'A%',15
an,an.name LIKE '%c%',16
an,an.name LIKE '%y%',12
an,an.name LIKE '%n%',13
an,an.name LIKE 'K%',8
an,an.name LIKE 'H%',6
an,an.name LIKE '%a%',39
an,an.name LIKE 'W%',5
an,an.name LIKE 'U%',4
an,an.name LIKE '%l%',13
an,an.name LIKE '%s%',11
an,an.name LIKE '%e%',12
an,an.name LIKE '%i%',11
an,an.name LIKE '%t%',7
an,an.name LIKE '%m%',9
an,an.name LIKE 'S%',17
an,an.name LIKE 'T%',7
an,an.name LIKE 'I%',7
an,an.name LIKE '%k%',4
an,an.name LIKE 'L%',5
an,an.name LIKE '%d%',6
an,an.name LIKE '%u%',8
an,an.name LIKE 'N%',3
an,an.name LIKE '%x%',5
an,an.name LIKE 'M%',13
an,an.name LIKE '%r%',13
an,an.name LIKE '%f%',8
an,an.name LIKE '%p%',3
an,an.name LIKE 'G%',5
an,an.name LIKE 'E%',5
an,an.name LIKE '%b%',14
an,an.name LIKE 'V%',3
an,an.name LIKE '%v%',13
an,an.name LIKE '%w%',6
an,an.name LIKE 'C%',5
an,an.name LIKE 'J%',8
an,an.name LIKE '%h%',10
an,an.name LIKE 'D%',3
an,an.name LIKE '%g%',10
an,an.name LIKE 'B%',8
an,an.name LIKE 'F%',4
an,an.name LIKE '%o%',8
it_pi,it.info = 'mini biography',400
lt,lt.link = 'features',400
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%V%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'X%'),7
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'F%'),8
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%A%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'F%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'S%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'B%'),6
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'R%'),6
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%An%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'D%'),5
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%E%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Downey%Robert%'),15
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'J%'),8
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%Downey%Robert%'),15
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%Y%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'U%'),4
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%V%'),9
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%D%'),5
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'L%'),4
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'Z%'),8
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%A%'),4
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%Z%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%L%'),7
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%R%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%K%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%X%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Q%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'E%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%J%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%C%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%P%'),6
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%R%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'C%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'G%'),5
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%S%'),5
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%B%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'J%'),5
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%I%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%O%'),5
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Y%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Tim%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%G%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Bert%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%U%'),4
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'X%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%J%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'I%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'A%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Z%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%P%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%T%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%B%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'H%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'Y%'),7
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'N%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%F%'),6
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%N%'),4
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%Q%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%K%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'M%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Yo%'),5
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%X%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%C%'),7
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%U%'),4
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'N%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'M%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%L%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'C%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'Z%'),7
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%Yo%'),8
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%W%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'P%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'B%'),7
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%T%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'Q%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%O%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Angel%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'T%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%Angel%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%M%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'O%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%An%'),4
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%M%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'R%'),4
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'L%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'Q%'),4
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%E%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'A%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%F%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'W%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'D%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%W%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'E%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%N%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Ang%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'W%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'G%'),3
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%D%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%G%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'O%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'Y%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%I%'),3
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%Tim%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'V%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'I%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%S%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'K%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%H%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'V%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%H%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'H%'),1
pi,pi.note = 'Volker Boehm',400
