Table,Condition,Frequency
an,an.name LIKE 'H%',1
an,an.name LIKE '%l%',1
an,an.name LIKE '%r%',4
an,an.name LIKE '%g%',2
an,an.name LIKE '%h%',2
an,an.name LIKE '%y%',2
an,an.name LIKE '%c%',2
an,an.name LIKE '%t%',1
an,an.name LIKE 'L%',1
an,an.name LIKE '%u%',2
an,an.name LIKE '%w%',2
an,an.name LIKE '%o%',1
an,an.name LIKE '%a%',6
an,an.name LIKE '%d%',1
an,an.name LIKE '%b%',2
an,an.name LIKE '%f%',1
an,an.name LIKE '%e%',3
an,an.name LIKE 'I%',1
an,an.name LIKE 'R%',1
an,an.name LIKE 'D%',1
an,an.name LIKE 'S%',2
an,an.name LIKE '%z%',2
an,an.name LIKE 'C%',2
an,an.name LIKE 'N%',1
an,an.name LIKE 'K%',2
an,an.name LIKE '%p%',1
an,an.name LIKE '%s%',2
an,an.name LIKE '%k%',1
it_pi,it.info = 'mini biography',50
lt,lt.link = 'features',50
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%M%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%A%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%M%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'D%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%C%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'Y%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'Z%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'J%'),2
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%K%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Z%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Q%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%U%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'I%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%Y%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%E%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%I%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%J%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%N%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%Yo%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'C%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%B%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%V%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Downey%Robert%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%W%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%S%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Tim%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%An%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'O%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'R%'),2
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'L%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'D%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%O%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%U%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%B%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'Z%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%P%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'H%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'U%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'G%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE '%Y%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%Downey%Robert%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE 'P%'),1
n,n.gender = 'f' OR (n.gender = 'm' AND n.name LIKE 'E%'),1
n,n.gender = 'm' OR (n.gender = 'f' AND n.name LIKE '%D%'),1
pi,pi.note = 'Volker Boehm',50
