Table,Condition,Frequency
it_miidx,it.info = 'rating',294
it_miidx,it.info = 'votes',101
it_miidx,it.info = 'top 250 rank',5
k,k.keyword LIKE '%sequel%',400
mi_idx,mi_idx.info > '8.0',112
mi_idx,mi_idx.info > '9.0',36
mi_idx,mi_idx.info > '5.0',48
mi_idx,mi_idx.info > '6.0',43
mi_idx,mi_idx.info > '2.0',37
mi_idx,mi_idx.info > '7.0',87
mi_idx,mi_idx.info > '6.5',37
t,t.production_year > 2010,103
t,t.production_year > 1990,47
t,t.production_year > 2000,125
t,t.production_year > 1950,35
t,t.production_year > 2005,76
t,t.production_year > 2008,8
t,t.production_year > 2009,6
