Table,Condition,Frequency
cct1,cct1.kind = 'cast',43
cct1,cct1.kind = 'crew',7
cct2,cct2.kind != 'complete+verified',50
cn,cn.country_code != '[pl]',32
cn,cn.country_code != '[us]',18
it_mi,it.info = 'genres',13
it_mi,it.info = 'countries',37
it_miidx,it.info = 'rating',33
it_miidx,it.info = 'votes',16
it_miidx,it.info = 'bottom 10 rank',1
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",14
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",3
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",2
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",14
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",3
k,"k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')",1
k,"k.keyword IN ('murder', 'murder-in-title')",2
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",8
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",1
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight')",2
kt,"kt.kind IN ('movie', 'episode')",40
kt,kt.kind IN ('movie'),2
kt,"kt.kind IN ('tv series','episode')",4
kt,kt.kind IN ('tv series'),3
kt,"kt.kind IN ('movie', 'tv movie', 'video movie', 'video game')",1
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(France)%',1
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(Japan)%',5
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(2007)%',2
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(200%)%',6
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(worldwide)%',2
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(presents)%',2
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(co-production)%',2
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(2007)%',1
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(VHS)%',2
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(co-production)%',3
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(worldwide)%',3
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(theatrical)%',2
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(2006)%',2
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(Japan)%',4
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(Blu-ray)%',1
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(200%)%',2
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(USA)%',5
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(theatrical)%',1
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(Blu-ray)%',4
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",8
mi,"mi.info IN ('Horror', 'Thriller')",5
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",2
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",21
mi,"mi.info IN ('Germany', 'German')",1
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",3
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",4
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",5
mi,"mi.info IN ('USA', 'America')",1
mi_idx,mi_idx.info < '3.0',2
mi_idx,mi_idx.info < '7.0',7
mi_idx,mi_idx.info < '8.5',35
mi_idx,mi_idx.info < '3.5',6
t,t.production_year > 2000,21
t,t.production_year > 2009,3
t,t.production_year > 1950,4
t,t.production_year > 1990,7
t,t.production_year > 2005,11
t,t.production_year > 2008,2
t,t.production_year > 2010,2
