Table,Condition,Frequency
it_miidx,it.info = 'rating',32
it_miidx,it.info = 'votes',18
k,k.keyword LIKE '%sequel%',50
mi_idx,mi_idx.info > '6.5',2
mi_idx,mi_idx.info > '2.0',6
mi_idx,mi_idx.info > '8.0',16
mi_idx,mi_idx.info > '7.0',15
mi_idx,mi_idx.info > '5.0',6
mi_idx,mi_idx.info > '6.0',4
mi_idx,mi_idx.info > '9.0',1
t,t.production_year > 2000,24
t,t.production_year > 2010,12
t,t.production_year > 1950,3
t,t.production_year > 1990,5
t,t.production_year > 2005,5
t,t.production_year > 2008,1
