Table,Condition,Frequency
cn,cn.country_code != '[pl]',36
cn,cn.country_code != '[us]',14
it_mi,it.info = 'genres',17
it_mi,it.info = 'countries',33
it_miidx,it.info = 'votes',11
it_miidx,it.info = 'rating',39
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",14
k,"k.keyword IN ('murder', 'murder-in-title')",2
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",4
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",13
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",3
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",9
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",4
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",1
kt,kt.kind IN ('movie'),5
kt,kt.kind IN ('tv series'),10
kt,"kt.kind IN ('movie', 'episode')",33
kt,"kt.kind IN ('movie', 'tv movie', 'video movie', 'video game')",1
kt,"kt.kind IN ('tv series','episode')",1
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(VHS)%',5
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(USA)%',2
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(presents)%',2
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(Blu-ray)%',3
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(worldwide)%',2
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(Blu-ray)%',4
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(Japan)%',5
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(theatrical)%',3
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(Japan)%',2
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(2006)%',1
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(France)%',4
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(co-production)%',6
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(200%)%',1
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(co-production)%',4
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(2007)%',2
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(theatrical)%',1
mc,mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(2007)%',1
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(France)%',1
mc,mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(presents)%',1
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",4
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",10
mi,"mi.info IN ('USA', 'America')",5
mi,"mi.info IN ('Drama', 'Horror')",3
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",5
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",6
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",3
mi,"mi.info IN ('Horror', 'Thriller')",4
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",3
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",6
mi,"mi.info IN ('Germany', 'German')",1
mi_idx,mi_idx.info < '7.0',11
mi_idx,mi_idx.info < '3.5',8
mi_idx,mi_idx.info < '8.5',22
mi_idx,mi_idx.info < '3.0',9
t,t.production_year > 2000,18
t,t.production_year > 1990,11
t,t.production_year > 1950,2
t,t.production_year > 2010,11
t,t.production_year > 2005,7
t,t.production_year > 2008,1
