Table,Condition,Frequency
cn,cn.country_code = '[jp]',5
cn,cn.country_code = '[ar]',2
cn,cn.country_code = '[nl]',2
cn,cn.country_code = '[fr]',6
cn,cn.country_code = '[es]',8
cn,cn.country_code = '[gr]',4
cn,cn.country_code = '[us]',11
cn,cn.country_code = '[au]',3
cn,cn.country_code = '[ru]',2
cn,cn.country_code = '[fi]',4
cn,cn.country_code = '[gb]',2
cn,cn.country_code = '[ae]',1
k,k.keyword = 'footsie-under-the-table',1
k,k.keyword = 'new-year''s-eve',1
k,k.keyword = 'pneumonia',1
k,k.keyword = 'estrangement',1
k,k.keyword = 'robbery',1
k,k.keyword = 'policewoman-killing',1
k,k.keyword = 'bank-robbery',2
k,k.keyword = 'shot-point-blank',1
k,k.keyword = 'hand-clapping-game',1
k,k.keyword = 'annoying-roommate',1
k,k.keyword = 'sports-culture',1
k,k.keyword = 'fingering-vagina',1
k,k.keyword = 'skinny-dipping',1
k,k.keyword = 'sexual-awakening',1
k,k.keyword = 'cowboys-and-outlaws',2
k,k.keyword = 'air-duct',6
k,k.keyword = 'title-appears-in-writing',2
k,k.keyword = 'quick-draw',2
k,k.keyword = 'stereotype',1
k,k.keyword = '1930s',2
k,k.keyword = 'bank-robber',1
k,k.keyword = 'living-in-a-hotel',1
k,k.keyword = 'adultery',1
k,k.keyword = 'sibling-reunion',1
k,k.keyword = 'railyard',1
k,k.keyword = 'honey',1
k,k.keyword = 'greyhound-bus',1
k,k.keyword = 'effeminacy',1
k,k.keyword = 'grocery-store',1
k,k.keyword = 'bible',1
k,k.keyword = 'journalist',1
k,k.keyword = 'photo-album-epilogue',1
k,k.keyword = 'older-man-younger-woman-relationship',1
k,k.keyword = 'psychopath',1
k,k.keyword = 'pool-hall',1
k,k.keyword = 'rabbit-hunting',1
k,k.keyword = 'no-panties',2
k,k.keyword = 'murder-of-husband',1
k,k.keyword = 'wedding-cake',1
n,n.name LIKE '%o%',5
n,n.name LIKE '%i%',3
n,n.name LIKE '%n%',4
n,n.name LIKE '%e%',3
n,n.name LIKE '%B%',2
n,n.name LIKE '%l%',5
n,n.name LIKE '%c%',1
n,n.name LIKE '%d%',2
n,n.name LIKE '%t%',3
n,n.name LIKE '%s%',1
n,n.name LIKE '%K%',2
n,n.name LIKE '%a%',5
n,n.name LIKE '%I%',1
n,n.name LIKE '%T%',1
n,n.name LIKE '%m%',2
n,"n.name LIKE '%,%'",1
n,n.name LIKE '%r%',3
n,n.name LIKE '%D%',1
n,n.name LIKE '%y%',1
n,n.name LIKE '%k%',1
n,n.name LIKE '%u%',1
n,n.name LIKE '%w%',1
n,n.name LIKE '%v%',1
