Table,Condition,Frequency
it_miidx,it.info = 'rating',33
it_miidx,it.info = 'votes',17
k,k.keyword LIKE '%sequel%',50
mi_idx,mi_idx.info > '7.0',9
mi_idx,mi_idx.info > '8.0',15
mi_idx,mi_idx.info > '6.0',7
mi_idx,mi_idx.info > '6.5',5
mi_idx,mi_idx.info > '5.0',8
mi_idx,mi_idx.info > '2.0',5
mi_idx,mi_idx.info > '9.0',1
t,t.production_year > 1990,9
t,t.production_year > 2005,7
t,t.production_year > 2000,24
t,t.production_year > 1950,2
t,t.production_year > 2008,3
t,t.production_year > 2010,3
t,t.production_year > 2009,2
