Table,Condition,Frequency
mc,(mc.note LIKE '%2005%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%2006%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%2005%'),1
mc,(mc.note LIKE '%Zula%' OR mc.note LIKE '%media%'),1
mc,(mc.note LIKE '%association%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%2005%' OR mc.note LIKE '%2005%'),1
mc,(mc.note LIKE '%2005%' OR mc.note LIKE '%USA%'),2
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%worldwide%'),1
mc,(mc.note LIKE '%media%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%2006%' OR mc.note LIKE '%2005%'),2
mc,(mc.note LIKE '%2005%' OR mc.note LIKE '%association%'),1
mc,(mc.note LIKE '%2006%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%Germany%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%2005%' OR mc.note LIKE '%2004%'),1
mc,(mc.note LIKE '%production%' OR mc.note LIKE '%the%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%2007%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%2001%'),1
mc,(mc.note LIKE '%theatrical%' OR mc.note LIKE '%DVD%'),2
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%n%'),1
mc,(mc.note LIKE '%Hungary%' OR mc.note LIKE '%2005%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%in%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%2006%' OR mc.note LIKE '%USA%'),3
mc,(mc.note LIKE '%as%' OR mc.note LIKE '%2006%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%2004%'),1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%USA%'),4
