Table,Condition,Frequency
it_miidx,it.info = 'rating',21
it_miidx,it.info = 'votes',26
it_miidx,it.info = 'votes distribution',3
k,k.keyword LIKE '%f%',1
k,k.keyword LIKE '%x%',3
k,k.keyword LIKE '%based%',1
k,k.keyword LIKE '%r%',4
k,k.keyword LIKE '%u%',2
k,k.keyword LIKE '%independent%',2
k,k.keyword LIKE '%m%',3
k,k.keyword LIKE '%in%',3
k,k.keyword LIKE '%t%',1
k,k.keyword LIKE '%e%',8
k,k.keyword LIKE '%p%',1
k,k.keyword LIKE '%s%',2
k,k.keyword LIKE '%d%',2
k,k.keyword LIKE '%i%',1
k,k.keyword LIKE '%character%',2
k,k.keyword LIKE '%o%',3
k,k.keyword LIKE '%film%',3
k,k.keyword LIKE '%bare%',1
k,k.keyword LIKE '%a%',1
k,k.keyword LIKE '%bombing%',1
k,k.keyword LIKE '%feeling%',1
k,k.keyword LIKE '%h%',1
k,k.keyword LIKE '%san%',1
k,k.keyword LIKE '%on%',1
k,k.keyword LIKE '%nudity%',1
mi_idx,mi_idx.info > '8',5
mi_idx,mi_idx.info > '6',3
mi_idx,mi_idx.info > '7.4',1
mi_idx,mi_idx.info > '9',3
mi_idx,mi_idx.info > '6.8',2
mi_idx,mi_idx.info > '0000122100',3
mi_idx,mi_idx.info > '5',4
mi_idx,mi_idx.info > '5.4',1
mi_idx,mi_idx.info > '6.6',1
mi_idx,mi_idx.info > '0000012211',2
mi_idx,mi_idx.info > '7.0',2
mi_idx,mi_idx.info > '4.9',1
mi_idx,mi_idx.info > '10',1
mi_idx,mi_idx.info > '7.7',2
mi_idx,mi_idx.info > '2.4111..1.',1
mi_idx,mi_idx.info > '0.00.024.1',1
mi_idx,mi_idx.info > '8.4',1
mi_idx,mi_idx.info > '6.5',1
mi_idx,mi_idx.info > '5.8',1
mi_idx,mi_idx.info > '7',4
mi_idx,mi_idx.info > '6.2',2
mi_idx,mi_idx.info > '6.9',1
mi_idx,mi_idx.info > '7.6',1
mi_idx,mi_idx.info > '..003210.1',1
mi_idx,mi_idx.info > '0000001212',1
mi_idx,mi_idx.info > '.....23.32',1
mi_idx,mi_idx.info > '4.5',1
mi_idx,mi_idx.info > '1...111121',1
mi_idx,mi_idx.info > '2..1...1.4',1
t,t.production_year > 1988,1
t,t.production_year > 1998,2
t,t.production_year > 1934,1
t,t.production_year > 2000,1
t,t.production_year > 1947,1
t,t.production_year > 1985,2
t,t.production_year > 1999,2
t,t.production_year > 2009,4
t,t.production_year > 2010,2
t,t.production_year > 1972,1
t,t.production_year > 1965,1
t,t.production_year > 1980,3
t,t.production_year > 1992,2
t,t.production_year > 2004,2
t,t.production_year > 1990,1
t,t.production_year > 2002,4
t,t.production_year > 1994,1
t,t.production_year > 1968,2
t,t.production_year > 1949,2
t,t.production_year > 2005,2
t,t.production_year > 1991,2
t,t.production_year > 1995,1
t,t.production_year > 1978,2
t,t.production_year > 1913,1
t,t.production_year > 1931,1
t,t.production_year > 1966,1
t,t.production_year > 1901,1
t,t.production_year > 2011,1
t,t.production_year > 2008,1
t,t.production_year > 2006,2
