Table,Condition,Frequency
cn,cn.country_code = '[us]',22
cn,cn.country_code = '[gb]',5
cn,cn.country_code = '[fr]',8
cn,cn.country_code = '[de]',13
cn,cn.country_code = '[dk]',1
cn,cn.country_code = '[hk]',1
k,k.keyword = 'sex',3
k,k.keyword = 'murder',8
k,k.keyword = 'drunkenness',1
k,k.keyword = 'character-name-in-title',7
k,k.keyword = 'independent-film',6
k,k.keyword = 'based-on-novel',8
k,k.keyword = 'love',1
k,k.keyword = 'party',1
k,k.keyword = 'nudity',1
k,k.keyword = 'st.-andrew''s-scotland',1
k,k.keyword = 'algae',1
k,k.keyword = 'roller-coaster',1
k,k.keyword = 'dog',1
k,k.keyword = 'gun',1
k,k.keyword = 'dancersize',1
k,k.keyword = 'female-nudity',1
k,k.keyword = 'based-on-play',1
k,k.keyword = 'family-relationships',1
k,k.keyword = 'melodrama',1
k,k.keyword = 'flashback',1
k,k.keyword = 'explosion',1
k,k.keyword = 'doctor',1
k,k.keyword = 'kiss',1
n,n.name LIKE '%Cardillo%',1
n,n.name LIKE '%Mel%',4
n,n.name LIKE '%Blair%',1
n,n.name LIKE '%Walt%',2
n,n.name LIKE '%Devlin%',1
n,n.name LIKE '%David%',2
n,n.name LIKE '%Laemmle%',3
n,n.name LIKE '%Gargan%',1
n,n.name LIKE '%Wade%',1
n,n.name LIKE '%Nathan%',1
n,n.name LIKE '%Lantz%',1
n,n.name LIKE '%Fred%',1
n,n.name LIKE '%W%',2
n,n.name LIKE '%Stanley%',1
n,n.name LIKE '%M%',1
n,n.name LIKE '%Treg%',1
n,n.name LIKE '%Gilbert%',3
n,n.name LIKE '%Arnold%',1
n,n.name LIKE '%Bob%',1
n,n.name LIKE '%Dave%',1
n,n.name LIKE '%Eric%',1
n,n.name LIKE '%Disney%',1
n,n.name LIKE '%Carl%',1
n,n.name LIKE '%Jain%',1
n,n.name LIKE '%p%',1
n,n.name LIKE '%Robert%',1
n,n.name LIKE '%Jesse%',1
n,n.name LIKE '%Anderson%',1
n,n.name LIKE '%Dominic%',1
n,n.name LIKE '%D%',1
n,n.name LIKE '%Green%',1
n,n.name LIKE '%Blanc%',1
n,n.name LIKE '%Adam%',1
n,n.name LIKE '%Roberto%',1
n,n.name LIKE '%Abby%',1
n,n.name LIKE '%Billy%',1
n,n.name LIKE '%Evan%',1
n,n.name LIKE '%Alex%',1
n,n.name LIKE '%Dell%',1
n,n.name LIKE '%Howes%',1
