Table,Condition,Frequency
k,k.keyword LIKE '%based%',6
k,k.keyword LIKE '%fiction%',2
k,k.keyword LIKE '%r%',4
k,k.keyword LIKE '%in%',2
k,k.keyword LIKE '%name%',4
k,k.keyword LIKE '%o%',2
k,k.keyword LIKE '%e%',6
k,k.keyword LIKE '%s%',2
k,k.keyword LIKE '%c%',1
k,k.keyword LIKE '%nudity%',3
k,k.keyword LIKE '%john%',1
k,k.keyword LIKE '%character%',2
k,k.keyword LIKE '%film%',2
k,k.keyword LIKE '%title%',3
k,k.keyword LIKE '%female%',2
k,k.keyword LIKE '%u%',1
k,k.keyword LIKE '%m%',1
k,k.keyword LIKE '%¸%',1
k,k.keyword LIKE '%woman%',1
k,k.keyword LIKE '%d%',1
k,k.keyword LIKE '%a%',1
k,k.keyword LIKE '%x%',1
k,k.keyword LIKE '%non%',1
mi,"mi.info IN ('PFM:35 mm', 'PFM:35 mm', 'PFM:35 mm', 'PFM:35 mm', 'PFM:35 mm')",3
mi,"mi.info IN ('Color', 'Short', 'Color', 'Color', 'Color')",1
mi,"mi.info IN ('Color', 'Color', 'Color', 'Color', 'Color')",8
mi,"mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')",4
mi,"mi.info IN ('USA', 'USA', 'English', 'English', 'USA')",1
mi,"mi.info IN ('OFM:35 mm', '-', '-', 'OFM:35 mm', '-')",1
mi,"mi.info IN ('Color', 'Color', 'Short', 'Color', 'Short')",1
mi,"mi.info IN ('Color', 'English', 'English', 'English', 'English')",1
mi,"mi.info IN ('Color', 'Color', 'English', 'Color', 'English')",1
mi,"mi.info IN ('English', 'Color', 'English', 'Color', 'English')",1
mi,"mi.info IN ('English', 'Short', 'USA', 'USA', 'Color')",1
mi,"mi.info IN ('English', 'English', 'English', 'English', 'English')",3
mi,"mi.info IN ('-', '-', 'OFM:35 mm', 'OFM:35 mm', 'OFM:35 mm')",1
mi,"mi.info IN ('Black and White', 'PCS:Spherical', 'PCS:Spherical', 'PCS:Spherical', 'Comedy')",1
mi,"mi.info IN ('Black and White', 'PFM:35 mm', 'USA', 'Silent', 'Drama')",1
mi,"mi.info IN ('Crime', 'USA:R', 'UK:15', 'USA:Approved', 'Thriller')",1
mi,"mi.info IN ('USA', 'Short', 'USA', 'English', 'Drama')",1
mi,"mi.info IN ('Color', 'Short', 'Color', 'Short', 'Short')",1
mi,"mi.info IN ('English', 'USA', 'Short', 'Color', 'Short')",1
mi,"mi.info IN ('English', 'USA', 'USA', 'USA', 'USA')",1
mi,"mi.info IN ('Black and White', 'Black and White', 'PCS:Spherical', 'PCS:Spherical', 'Black and White')",1
mi,"mi.info IN ('Black and White', 'Comedy', 'Comedy', 'Comedy', 'Black and White')",1
mi,"mi.info IN ('Color', 'Short', 'Short', 'Short', 'Color')",1
mi,"mi.info IN ('Color', 'English', 'Color', 'Color', 'Color')",1
mi,"mi.info IN ('CONT: Hana lays on a cot, an IV in her arm, donating blood. But when she rises off the cot just as the shelling begins in the next shot, the IV is gone.', 'Ellie Walker: I may be cruel, vindictive, and sarcastic, but I do have a heart!::Dot Emerson: ...and a portion of your liver!', 'Because Gojira/Godzilla was referred to as ""Gigantis"" in the American version, its roar was changed to state it was not the same monster from the first movie as well as backing up claims that Gojira and Anguirus originated from the same family of dinosaurs. The traditional Gojira roar was replaced with one of Anguirus''s roars while a different toned roar was kept for Anguirus. The Japanese version used Gojira''s traditional roar and used both tones for Anguirus''s roar.', '$54,720 (Belgium) (28 March 2010)', 'The fictionalized story of Daniel, the son of Paul and Rochelle Isaacson, who were executed as Soviet spies in the 1950s. As a graduate student in New York in the 1960s, Daniel is involved in the antiwar protest movement and contrasts his experiences to the memory of his parents and his belief that they were wrongfully convicted.')",1
mi,"mi.info IN ('Drama', 'English', 'Drama', 'Color', 'English')",1
mi,"mi.info IN ('USA', 'Color', 'USA', 'USA', 'USA')",1
mi,"mi.info IN ('Color', 'English', 'English', 'Color', 'English')",2
mi,"mi.info IN ('English', 'English', 'Color', 'USA', 'English')",1
mi,"mi.info IN ('Short', 'Color', 'English', 'USA', 'Color')",1
mi,"mi.info IN ('PCS:Spherical', 'PCS:Spherical', 'PCS:Spherical', 'Comedy', 'PCS:Spherical')",1
mi,"mi.info IN ('Short', 'Dolby Digital', '12', 'Short', 'Action')",1
mi,"mi.info IN ('Mono', 'Mono', 'Mono', 'Mono', 'Mono')",1
mi,"mi.info IN ('USA:R', 'Crime', 'RAT:1.37 : 1', 'UK', 'Sweden:15')",1
mi,"mi.info IN ('English', 'English', 'English', 'Color', 'English')",1
t,t.production_year > 1926,1
t,t.production_year > 2012,2
t,t.production_year > 1968,1
t,t.production_year > 2007,3
t,t.production_year > 2011,2
t,t.production_year > 1986,4
t,t.production_year > 2005,2
t,t.production_year > 2006,2
t,t.production_year > 1925,1
t,t.production_year > 1940,1
t,t.production_year > 2009,1
t,t.production_year > 1981,1
t,t.production_year > 2004,2
t,t.production_year > 1985,1
t,t.production_year > 2013,1
t,t.production_year > 2003,3
t,t.production_year > 1993,1
t,t.production_year > 1992,1
t,t.production_year > 2010,1
t,t.production_year > 1910,1
t,t.production_year > 1997,1
t,t.production_year > 2008,1
t,t.production_year > 1984,1
t,t.production_year > 1967,1
t,t.production_year > 1969,1
t,t.production_year > 2001,2
t,t.production_year > 1979,1
t,t.production_year > 1902,1
t,t.production_year > 1982,1
t,t.production_year > 1920,1
t,t.production_year > 2002,2
t,t.production_year > 1950,1
t,t.production_year > 1990,1
t,t.production_year > 1919,1
t,t.production_year > 1965,1
t,t.production_year > 1999,1
