Table,Condition,Frequency
k,k.keyword LIKE '%female%',10
k,k.keyword LIKE '%v%',5
k,k.keyword LIKE '%in%',21
k,k.keyword LIKE '%ascending%',1
k,k.keyword LIKE '%wife%',1
k,k.keyword LIKE '%one%',1
k,k.keyword LIKE '%x%',24
k,k.keyword LIKE '%n%',2
k,k.keyword LIKE '%title%',11
k,k.keyword LIKE '%h%',5
k,k.keyword LIKE '%a%',10
k,k.keyword LIKE '%relationship%',2
k,k.keyword LIKE '%s%',19
k,k.keyword LIKE '%based%',15
k,k.keyword LIKE '%o%',13
k,k.keyword LIKE '%i%',4
k,k.keyword LIKE '%d%',16
k,k.keyword LIKE '%e%',48
k,k.keyword LIKE '%r%',32
k,k.keyword LIKE '%independent%',7
k,k.keyword LIKE '%on%',12
k,k.keyword LIKE '%john%',1
k,k.keyword LIKE '%m%',6
k,k.keyword LIKE '%film%',12
k,k.keyword LIKE '%u%',10
k,k.keyword LIKE '%novel%',11
k,k.keyword LIKE '%nudity%',12
k,k.keyword LIKE '%reference%',1
k,k.keyword LIKE '%c%',9
k,k.keyword LIKE '%testicles%',1
k,k.keyword LIKE '%next%',1
k,k.keyword LIKE '%name%',17
k,k.keyword LIKE '%non%',1
k,k.keyword LIKE '%character%',15
k,k.keyword LIKE '%daughter%',2
k,k.keyword LIKE '%che%',1
k,k.keyword LIKE '%brains%',1
k,k.keyword LIKE '%fiction%',2
k,k.keyword LIKE '%father%',2
k,k.keyword LIKE '%g%',2
k,k.keyword LIKE '%l%',4
k,k.keyword LIKE '%son%',1
k,k.keyword LIKE '%leslie%',1
k,k.keyword LIKE '%watching%',1
k,k.keyword LIKE '%by%',1
k,k.keyword LIKE '%pagode%',1
k,k.keyword LIKE '%unknown%',1
k,k.keyword LIKE '%swimming%',1
k,k.keyword LIKE '%with%',1
k,k.keyword LIKE '%b%',1
k,k.keyword LIKE '%t%',1
k,k.keyword LIKE '%bare%',1
k,k.keyword LIKE '%decision%',1
k,k.keyword LIKE '%hole%',1
k,k.keyword LIKE '%f%',1
k,k.keyword LIKE '%fitness%',1
k,k.keyword LIKE '%heinz%',1
k,k.keyword LIKE '%rap%',1
k,k.keyword LIKE '%stroke%',1
k,k.keyword LIKE '%woman%',1
k,k.keyword LIKE '%cook%',1
k,k.keyword LIKE '%¸%',1
k,k.keyword LIKE '%record%',1
k,k.keyword LIKE '%italy%',1
k,k.keyword LIKE '%river%',1
k,k.keyword LIKE '%large%',1
k,k.keyword LIKE '%2d%',1
k,k.keyword LIKE '%goya%',1
k,k.keyword LIKE '%crash%',1
k,k.keyword LIKE '%community%',1
k,k.keyword LIKE '%mystery%',1
mi,"mi.info IN ('Color', 'English', 'English', 'Color', 'Color')",2
mi,"mi.info IN ('Dolby Digital', 'Sweden:15', 'Short', 'Romance', 'Thriller')",1
mi,"mi.info IN ('Black and White', 'Comedy', 'PCS:Spherical', 'PCS:Spherical', 'PCS:Spherical')",2
mi,"mi.info IN ('OFM:35 mm', '-', '-', 'OFM:35 mm', '-')",1
mi,"mi.info IN ('Color', 'Color', 'Color', 'Color', 'Color')",40
mi,"mi.info IN ('Color', 'USA', 'English', 'English', 'English')",1
mi,"mi.info IN ('PFM:35 mm', 'PFM:35 mm', 'PFM:35 mm', 'PFM:35 mm', 'PFM:35 mm')",29
mi,"mi.info IN ('Mono', 'Mono', 'Mono', 'Mono', 'Mono')",25
mi,"mi.info IN ('Color', 'PCS:Spherical', 'Documentary', 'Comedy', 'Short')",1
mi,"mi.info IN ('Color', 'USA', 'Color', 'USA', 'English')",1
mi,"mi.info IN ('English', 'English', 'Color', 'Color', 'Color')",2
mi,"mi.info IN ('Film', 'RAT:1.85 : 1', 'Romance', 'RAT:1.33 : 1', 'UK')",1
mi,"mi.info IN ('Color', 'English', 'Color', 'Color', 'English')",2
mi,"mi.info IN ('Black and White', 'PCS:Spherical', 'Comedy', 'Black and White', 'PCS:Spherical')",1
mi,"mi.info IN ('Color', 'English', 'English', 'English', 'English')",2
mi,"mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')",25
mi,"mi.info IN ('Romance', 'Crime', 'USA:R', 'Dolby Digital', 'NTSC')",1
mi,"mi.info IN ('RAT:1.33 : 1', '12', 'Action', 'RAT:1.33 : 1', 'Australia:M')",1
mi,"mi.info IN ('Romance', 'RAT:1.37 : 1', 'Dolby Digital', 'USA:R', 'CLV')",1
