Table,Condition,Frequency
it_miidx,it.info = 'rating',25
it_miidx,it.info = 'votes',20
it_miidx,it.info = 'votes distribution',5
k,k.keyword LIKE '%filipino%',1
k,k.keyword LIKE '%i%',1
k,k.keyword LIKE '%raccoon%',1
k,k.keyword LIKE '%female%',1
k,k.keyword LIKE '%film%',4
k,k.keyword LIKE '%h%',4
k,k.keyword LIKE '%peters%',1
k,k.keyword LIKE '%s%',3
k,k.keyword LIKE '%independent%',5
k,k.keyword LIKE '%u%',2
k,k.keyword LIKE '%name%',1
k,k.keyword LIKE '%m%',1
k,k.keyword LIKE '%n%',1
k,k.keyword LIKE '%payless%',1
k,k.keyword LIKE '%t%',1
k,k.keyword LIKE '%novel%',2
k,k.keyword LIKE '%on%',3
k,k.keyword LIKE '%based%',2
k,k.keyword LIKE '%e%',6
k,k.keyword LIKE '%b%',1
k,k.keyword LIKE '%d%',2
k,k.keyword LIKE '%title%',1
k,k.keyword LIKE '%nudity%',1
k,k.keyword LIKE '%x%',2
k,k.keyword LIKE '%l%',1
k,k.keyword LIKE '%character%',1
mi_idx,mi_idx.info > '6.0',2
mi_idx,mi_idx.info > '6',5
mi_idx,mi_idx.info > '4.1',1
mi_idx,mi_idx.info > '7.5',1
mi_idx,mi_idx.info > '21',1
mi_idx,mi_idx.info > '14',1
mi_idx,mi_idx.info > '5.6',1
mi_idx,mi_idx.info > '0000122100',1
mi_idx,mi_idx.info > '7.2',1
mi_idx,mi_idx.info > '5.7',3
mi_idx,mi_idx.info > '4.0',1
mi_idx,mi_idx.info > '8',3
mi_idx,mi_idx.info > '25',1
mi_idx,mi_idx.info > '6.3',1
mi_idx,mi_idx.info > '5.8',1
mi_idx,mi_idx.info > '7.0',1
mi_idx,mi_idx.info > '5.4',1
mi_idx,mi_idx.info > '18',1
mi_idx,mi_idx.info > '5.0',1
mi_idx,mi_idx.info > '5.9',2
mi_idx,mi_idx.info > '5',1
mi_idx,mi_idx.info > '0000013200',1
mi_idx,mi_idx.info > '1000000.23',1
mi_idx,mi_idx.info > '12',1
mi_idx,mi_idx.info > '0000001222',1
mi_idx,mi_idx.info > '5.1',2
mi_idx,mi_idx.info > '6.2',1
mi_idx,mi_idx.info > '6.8',2
mi_idx,mi_idx.info > '2....11.13',1
mi_idx,mi_idx.info > '5.2',1
mi_idx,mi_idx.info > '4.3',1
mi_idx,mi_idx.info > '0000002311',1
mi_idx,mi_idx.info > '10',1
mi_idx,mi_idx.info > '0000121101',1
mi_idx,mi_idx.info > '3.0',1
mi_idx,mi_idx.info > '6.9',2
mi_idx,mi_idx.info > '0001111001',1
t,t.production_year > 1988,1
t,t.production_year > 2006,4
t,t.production_year > 2001,5
t,t.production_year > 1967,2
t,t.production_year > 2007,4
t,t.production_year > 2004,2
t,t.production_year > 2012,2
t,t.production_year > 1968,1
t,t.production_year > 1907,1
t,t.production_year > 1992,2
t,t.production_year > 2002,2
t,t.production_year > 1964,1
t,t.production_year > 2000,1
t,t.production_year > 1963,1
t,t.production_year > 2009,2
t,t.production_year > 1989,1
t,t.production_year > 1982,1
t,t.production_year > 2010,1
t,t.production_year > 1892,1
t,t.production_year > 1960,1
t,t.production_year > 1999,1
t,t.production_year > 1998,1
t,t.production_year > 1986,1
t,t.production_year > 1993,1
t,t.production_year > 1962,2
t,t.production_year > 1956,2
t,t.production_year > 1909,1
t,t.production_year > 2011,1
t,t.production_year > 1961,1
t,t.production_year > 1996,1
t,t.production_year > 1949,1
t,t.production_year > 2008,1
