Table,Condition,Frequency
cn,(cn.name LIKE '%Pictures%' OR cn.name LIKE '%Mayer%') AND cn.country_code != '[gt]',1
cn,(cn.name LIKE '%General%' OR cn.name LIKE '%J%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%NBC%' OR cn.name LIKE '%Productions%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%for%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%American%' OR cn.name LIKE '%20th%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%20th%' OR cn.name LIKE '%Film%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%ABC%' OR cn.name LIKE '%Film%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Film%' OR cn.name LIKE '%Company%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Metro%' OR cn.name LIKE '%Universal%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Columbia%' OR cn.name LIKE '%Television%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[no]',1
cn,(cn.name LIKE '%Company%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%ABC%' OR cn.name LIKE '%Communications%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%CBS%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%NBC%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[bz]',1
cn,(cn.name LIKE '%Taiwan%' OR cn.name LIKE '%ABC%') AND cn.country_code != '[jm]',1
cn,(cn.name LIKE '%System%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%C%' OR cn.name LIKE '%Pictures%') AND cn.country_code != '[ni]',1
cn,(cn.name LIKE '%Home%' OR cn.name LIKE '%System%') AND cn.country_code != '[de]',1
cn,(cn.name LIKE '%Broadcasting%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[ch]',1
cn,(cn.name LIKE '%Video%' OR cn.name LIKE '%British%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%American%' OR cn.name LIKE '%Company%') AND cn.country_code != '[br]',1
cn,(cn.name LIKE '%NBC%' OR cn.name LIKE '%General%') AND cn.country_code != '[nc]',1
cn,(cn.name LIKE '%Kong%' OR cn.name LIKE '%Columbia%') AND cn.country_code != '[gb]',1
cn,(cn.name LIKE '%Warner%' OR cn.name LIKE '%Film%') AND cn.country_code != '[gb]',2
cn,(cn.name LIKE '%CBS%' OR cn.name LIKE '%Company%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%Corporation%' OR cn.name LIKE '%BBC%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%National%' OR cn.name LIKE '%ABC%') AND cn.country_code != '[na]',1
cn,(cn.name LIKE '%British%' OR cn.name LIKE '%Broadcasting%') AND cn.country_code != '[bh]',1
cn,(cn.name LIKE '%ABC%' OR cn.name LIKE '%Pictures%') AND cn.country_code != '[us]',1
cn,(cn.name LIKE '%Films%' OR cn.name LIKE '%Warner%') AND cn.country_code != '[fr]',1
cn,(cn.name LIKE '%General%' OR cn.name LIKE '%Bombay%') AND cn.country_code != '[cg]',1
cn,(cn.name LIKE '%Company%' OR cn.name LIKE '%System%') AND cn.country_code != '[us]',1
