Table,Condition,Frequency
it_mi,it.info = 'countries',39
it_mi,it.info = 'genres',11
it_miidx,it.info = 'rating',37
it_miidx,it.info = 'votes',11
it_miidx,it.info = 'bottom 10 rank',1
it_miidx,it.info = 'top 250 rank',1
k,"k.keyword IN ('murder', 'murder-in-title')",3
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",14
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",13
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",2
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight')",2
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",3
k,"k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')",1
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",3
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",7
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",2
kt,kt.kind = 'movie',50
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",17
mi,"mi.info IN ('Sweden', 'Germany', 'Swedish', 'German')",4
mi,"mi.info IN ('Drama', 'Horror')",2
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",4
mi,"mi.info IN ('Horror', 'Thriller')",3
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",1
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",5
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",4
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",7
mi,"mi.info IN ('Germany', 'German')",2
mi,mi.info IN ('Bulgaria'),1
mi_idx,mi_idx.info < '3.5',5
mi_idx,mi_idx.info < '8.5',24
mi_idx,mi_idx.info < '3.0',14
mi_idx,mi_idx.info < '7.0',7
t,t.production_year > 2000,22
t,t.production_year > 2010,11
t,t.production_year > 1990,5
t,t.production_year > 2009,4
t,t.production_year > 2005,5
t,t.production_year > 2008,2
t,t.production_year > 1950,1
