Table,Condition,Frequency
cct1,"cct.kind IN ('cast', 'crew')",50
cct2,cct.kind = 'complete+verified',20
cct2,cct.kind = 'complete',30
ci,"ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')",23
ci,"ci.note IN ('(producer)', '(executive producer)')",2
ci,"ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)')",18
ci,"ci.note IN ('(voice)', '(voice) (uncredited)', '(voice: English version)')",7
it_mi,it.info = 'genres',20
it_mi,it.info = 'countries',30
it_miidx,it.info = 'rating',37
it_miidx,it.info = 'votes',13
k,"k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')",11
k,"k.keyword IN ('sequel', 'revenge', 'based-on-novel')",6
k,"k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')",11
k,"k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')",15
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat')",1
k,"k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie')",2
k,"k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')",3
k,"k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')",1
mi,"mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')",12
mi,"mi.info IN ('Horror', 'Thriller')",3
mi,"mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')",20
mi,"mi.info IN ('USA', 'America')",4
mi,"mi.info IN ('Germany', 'German', 'USA', 'American')",6
mi,"mi.info IN ('Drama', 'Horror')",3
mi,"mi.info IN ('Drama', 'Horror', 'Western', 'Family')",2
n,n.gender = 'm',50
t,t.production_year > 2000,20
t,t.production_year > 1990,14
t,t.production_year > 2010,4
t,t.production_year > 2005,6
t,t.production_year > 1950,6
