Table,Condition,Frequency
cn,cn.country_code = '[us]',22
cn,cn.country_code = '[fr]',9
cn,cn.country_code = '[gb]',12
cn,cn.country_code = '[de]',5
cn,cn.country_code = '[tr]',1
cn,cn.country_code = '[ca]',1
k,k.keyword = 'based-on-novel',7
k,k.keyword = 'violence',1
k,k.keyword = 'sex',5
k,k.keyword = 'character-name-in-title',9
k,k.keyword = 'hardcore',7
k,k.keyword = 'female-nudity',5
k,k.keyword = 'male-nudity',1
k,k.keyword = 'death',1
k,k.keyword = 'murder',5
k,k.keyword = 'independent-film',3
k,k.keyword = 'non-fiction',2
k,k.keyword = 'husband-wife-relationship',1
k,k.keyword = 'surrealism',1
k,k.keyword = 'bare-chested-male',1
k,k.keyword = 'blood',1
n,n.name LIKE '%Harris%',1
n,n.name LIKE '%Jason%',1
n,n.name LIKE '%Hank%',1
n,n.name LIKE '%Leno%',4
n,n.name LIKE '%Bob%',3
n,n.name LIKE '%Kimmel%',2
n,n.name LIKE '%Colbert%',1
n,n.name LIKE '%Craig%',2
n,n.name LIKE '%Merv%',3
n,n.name LIKE '%Cummings%',1
n,n.name LIKE '%Morgan%',3
n,n.name LIKE '%Boy%',1
n,n.name LIKE '%Barker%',1
n,n.name LIKE '%Andy%',1
n,n.name LIKE '%Judge%',1
n,n.name LIKE '%Bradley%',4
n,n.name LIKE '%Terrell%',1
n,n.name LIKE '%Barbera%',1
n,n.name LIKE '%David%',1
n,n.name LIKE '%Del%',1
n,n.name LIKE '%Jim%',5
n,n.name LIKE '%Sam%',1
n,n.name LIKE '%Jay%',1
n,n.name LIKE '%Boyd%',1
n,n.name LIKE '%JosÃ©%',1
n,n.name LIKE '%Baker%',1
n,n.name LIKE '%Brian%',1
n,n.name LIKE '%Johnny%',2
n,n.name LIKE '%Freeman%',1
n,n.name LIKE '%Mel%',1
n,n.name LIKE '%LÃ¡szlÃ³%',1
