Table,Condition,Frequency
cn,cn.country_code = '[gb]',12
cn,cn.country_code = '[de]',14
cn,cn.country_code = '[us]',20
cn,cn.country_code = '[mx]',1
cn,cn.country_code = '[dk]',1
cn,cn.country_code = '[ie]',1
cn,cn.country_code = '[ae]',1
k,k.keyword = 'sex',8
k,k.keyword = 'based-on-novel',8
k,k.keyword = 'hardcore',3
k,k.keyword = 'death',2
k,k.keyword = 'number-in-title',2
k,k.keyword = 'rape',1
k,k.keyword = 'father-son-relationship',1
k,k.keyword = 'murder',9
k,k.keyword = 'nudity',4
k,k.keyword = 'character-name-in-title',1
k,k.keyword = 'female-nudity',6
k,k.keyword = 'non-fiction',1
k,k.keyword = 'young-hoodlum',1
k,k.keyword = 'one-word-title',1
k,k.keyword = 'bare-breasts',1
k,k.keyword = 'independent-film',1
n,n.name LIKE '%Morgan%',4
n,n.name LIKE '%Merv%',5
n,n.name LIKE '%Boyd%',3
n,n.name LIKE '%Jim%',4
n,n.name LIKE '%Dan%',2
n,n.name LIKE '%Griffin%',2
n,n.name LIKE '%Skip%',3
n,n.name LIKE '%Hinnant%',2
n,n.name LIKE '%Barrie%',1
n,n.name LIKE '%Croft%',2
n,n.name LIKE '%Ackerman%',1
n,n.name LIKE '%Bruce%',1
n,n.name LIKE '%A%',1
n,n.name LIKE '%Barker%',2
n,n.name LIKE '%Cosby%',1
n,n.name LIKE '%Kenny%',1
n,n.name LIKE '%Forsythe%',1
n,n.name LIKE '%David%',1
n,n.name LIKE '%Jacobs%',1
n,n.name LIKE '%Freeman%',3
n,n.name LIKE '%Barbera%',1
n,n.name LIKE '%L%',1
n,n.name LIKE '%Curtis%',1
n,n.name LIKE '%Bob%',2
n,n.name LIKE '%Luis%',1
n,n.name LIKE '%Johnny%',1
n,n.name LIKE '%Burns%',1
n,n.name LIKE '%Tom%',1
