Table,Condition,Frequency
it_mi,it.info = 'genres',14
it_mi,it.info = 'countries',36
it_miidx,it.info = 'votes',22
it_miidx,it.info = 'rating',23
it_miidx,it.info = 'votes distribution',5
k,"k.keyword IN ('murder', 'female-nudity', 'female-nudity', 'murder', 'murder')",1
k,"k.keyword IN ('independent-film', 'independent-film', 'independent-film', 'based-on-novel', 'based-on-novel')",1
k,"k.keyword IN ('tv-mini-series', 'surrealism', 'father-son-relationship', 'number-in-title', 'sequel')",1
k,"k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')",10
k,"k.keyword IN ('member-of-parliament', 'naturalist', 'exit-visa', 'anthropomorphic-clothing', 'voting-results')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'murder', 'murder', 'murder')",1
k,"k.keyword IN ('independent-film', 'based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel')",2
k,"k.keyword IN ('police', 'surrealism', 'oral-sex', 'nudity', 'family-relationships')",1
k,"k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')",7
k,"k.keyword IN ('murder', 'murder', 'murder', 'murder', 'female-nudity')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'murder', 'female-nudity', 'female-nudity')",1
k,"k.keyword IN ('ballistic-missile', 'cue', 'vamp', 'mortgage-coming-due', 'rv-park')",1
k,"k.keyword IN ('murder', 'murder', 'female-nudity', 'female-nudity', 'murder')",1
k,"k.keyword IN ('hardcore', 'hardcore', 'hardcore', 'hardcore', 'hardcore')",4
k,"k.keyword IN ('non-fiction', 'family-relationships', 'love', 'anal-sex', 'friendship')",1
k,"k.keyword IN ('independent-film', 'based-on-novel', 'based-on-novel', 'independent-film', 'based-on-novel')",1
k,"k.keyword IN ('murder', 'female-nudity', 'murder', 'murder', 'murder')",1
k,"k.keyword IN ('bare-chested-male', 'oral-sex', 'love', 'tv-mini-series', 'number-in-title')",1
k,"k.keyword IN ('one-word-title', 'number-in-title', 'bare-chested-male', 'death', 'tv-mini-series')",1
k,"k.keyword IN ('sex-under-sheets', 'pilot-episode', 'relaxation-exercise', 'deliberately-bad-editing', 'ohio-river')",1
k,"k.keyword IN ('non-fiction', 'nudity', 'number-in-title', 'number-in-title', 'father-son-relationship')",1
k,"k.keyword IN ('father-daughter-relationship', 'one-word-title', 'anal-sex', 'one-word-title', 'father-daughter-relationship')",1
k,"k.keyword IN ('ultra-marathon', 'preparation-h', 'tv-concert', 'show-trial', 'columbia')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'murder', 'murder')",1
k,"k.keyword IN ('female-nudity', 'murder', 'female-nudity', 'female-nudity', 'female-nudity')",1
k,"k.keyword IN ('based-on-novel', 'independent-film', 'independent-film', 'independent-film', 'based-on-novel')",1
k,"k.keyword IN ('female-nudity', 'female-nudity', 'murder', 'female-nudity', 'murder')",1
k,"k.keyword IN ('based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel')",1
k,"k.keyword IN ('illustration-comes-to-life', 'shipwrecked', 'picking-ear', 'guacamole', 'osmotic-pressure')",1
