Table,Condition,Frequency
k,k.keyword LIKE '%u%',6
k,k.keyword LIKE '%on%',2
k,k.keyword LIKE '%r%',6
k,k.keyword LIKE '%nudity%',4
k,k.keyword LIKE '%female%',2
k,k.keyword LIKE '%climbing%',1
k,k.keyword LIKE '%s%',3
k,k.keyword LIKE '%title%',1
k,k.keyword LIKE '%novel%',3
k,k.keyword LIKE '%n%',1
k,k.keyword LIKE '%d%',2
k,k.keyword LIKE '%a%',2
k,k.keyword LIKE '%g%',1
k,k.keyword LIKE '%mini%',1
k,k.keyword LIKE '%e%',3
k,k.keyword LIKE '%based%',3
k,k.keyword LIKE '%c%',2
k,k.keyword LIKE '%masked%',1
k,k.keyword LIKE '%o%',1
k,k.keyword LIKE '%independent%',1
k,k.keyword LIKE '%male%',1
k,k.keyword LIKE '%i%',2
k,k.keyword LIKE '%x%',1
mi,"mi.info IN ('Movie', 'Comedy', '12', 'Movie', 'CLV')",1
mi,"mi.info IN ('Color', 'Color', 'Color', 'Color', 'Color')",13
mi,"mi.info IN ('OFM:35 mm', 'OFM:35 mm', 'OFM:35 mm', 'OFM:35 mm', 'OFM:35 mm')",3
mi,"mi.info IN ('Film', 'CLV', 'Comedy', '12', 'Movie')",1
mi,"mi.info IN ('12', 'Comedy', 'Dolby Surround', 'CLV', '12')",1
mi,"mi.info IN ('Mono', 'Black and White', 'Color', 'Mono', 'Black and White')",1
mi,"mi.info IN ('USA', 'English', 'English', 'English', 'USA')",1
mi,"mi.info IN ('Color', 'Color', 'English', 'English', 'Color')",1
mi,"mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')",3
mi,"mi.info IN ('Drama', 'Drama', 'Drama', 'Drama', 'Drama')",2
mi,"mi.info IN ('English', 'English', 'Mono', 'Mono', 'PFM:35 mm')",1
mi,"mi.info IN ('Drama', 'Drama', '30', 'Mono', 'RAT:1.33 : 1')",1
mi,"mi.info IN ('Spain:31 October 1962', 'Mr. Brahmachari And Family Have Come To Town!', 'MISC: Hawkeye addresses the character played by ''Jack Blessing'' (qv) as ""Capt. Rollins"" but he was listed in the closing credits as ""Lt. Rollins"".', 'Vincento: [drunkenly] I will take your breath away.::Lurk: [recoiling] I wish you''d take yours away!', 'Â£9,363,968 (UK) (11 April 1991)')",1
mi,"mi.info IN ('Master Heath: [to Basil] Haven''t you got any PROPER chips?::Basil Fawlty: Well, these ARE proper French-fried potatoes. You see, the chef IS Continental.::Master Heath: Couldn''t you get an English one?::Mrs. Heath: Why don''t you eat just one or two, dear?::Master Heath: They''re the wrong SHAPE.::Basil Fawlty: Oh, dear... What shape you usually have? Mickey Mouse shape? Smarties shape? Amphibious landing-craft shape? Poke-in-the-eye shape?::Master Heath: God, you''re dumb.::Mrs. Heath: Oh, now.::Basil Fawlty: [gritting his teeth] Is there something we can get you instead, SONNY?::Master Heath: I''d like some bread and salad cream.::Basil Fawlty: To eat? Well, there''s the bread, and there''s the mayonnaise.::Master Heath: I said ""salad cream"", stupid.::Basil Fawlty: We don''t HAVE any salad cream. The chef made this freshly this morning.::Master Heath: What a dump!::Mr. Heath: Th-h-h-h-h-h-h-his is very good.::Mrs. Heath: [firmly] He likes salad cream.::Master Heath: That''s PUKE, that is.::Basil Fawlty: Well, at least it''s FRESH puke!', '$101,307 (USA)', 'Canada:23 October 1976', 'Just prior to the film''s release, ''Philip K. Dick'' (qv) turned down a $400,000 offer to write the novelization of the movie. Instead, ''Do Androids Dream of Electric Sheep'' was re-released under the name ''Blade Runner'' and with the movie poster as the cover.', 'In the not too distant future, the United States government is virtually bankrupt and in danger of being foreclosed on by a group of Native Americans, now owners of the massive Nike Corporation. A desperate President decides to make a last-ditch effort to save the country... by raising money with a telethon!')",1
mi,"mi.info IN ('English', 'English', 'English', 'English', 'English')",2
mi,"mi.info IN ('English', 'Color', 'Color', 'English', 'English')",1
mi,"mi.info IN ('Movie', 'Movie', 'Film', 'PCS:Spherical', '12')",1
