Table,Condition,Frequency
k,k.keyword = 'marvel-cinematic-universe',39
k,k.keyword = 'sequel',116
k,k.keyword = 'character-name-in-title',213
k,k.keyword = 'computer-animation',32
n,n.name LIKE 'B%',18
n,n.name LIKE '%An%',6
n,n.name LIKE '%B%',9
n,n.name LIKE '%T%',8
n,n.name LIKE '%Y%',9
n,n.name LIKE '%G%',7
n,n.name LIKE 'O%',5
n,n.name LIKE '%Tim%',3
n,n.name LIKE '%Downey%Robert%',38
n,n.name LIKE '%O%',12
n,n.name LIKE 'N%',9
n,n.name LIKE '%R%',6
n,n.name LIKE 'U%',11
n,n.name LIKE 'R%',5
n,n.name LIKE '%U%',3
n,n.name LIKE '%Z%',8
n,n.name LIKE 'A%',14
n,n.name LIKE 'Q%',10
n,n.name LIKE '%K%',9
n,n.name LIKE 'L%',7
n,n.name LIKE '%H%',8
n,n.name LIKE 'F%',10
n,n.name LIKE '%Angel%',6
n,n.name LIKE 'T%',4
n,n.name LIKE 'I%',3
n,n.name LIKE 'C%',10
n,n.name LIKE 'E%',7
n,n.name LIKE 'K%',5
n,n.name LIKE 'M%',4
n,n.name LIKE 'D%',4
n,n.name LIKE '%F%',8
n,n.name LIKE '%Bert%',5
n,n.name LIKE '%L%',6
n,n.name LIKE '%N%',6
n,n.name LIKE '%J%',6
n,n.name LIKE '%Yo%',13
n,n.name LIKE '%I%',3
n,n.name LIKE '%V%',6
n,n.name LIKE '%M%',5
n,n.name LIKE '%Ang%',8
n,n.name LIKE 'J%',4
n,n.name LIKE 'G%',3
n,n.name LIKE 'Z%',6
n,n.name LIKE '%D%',6
n,n.name LIKE '%X%',3
n,n.name LIKE '%A%',4
n,n.name LIKE 'Y%',5
n,n.name LIKE 'H%',4
n,n.name LIKE '%P%',7
n,n.name LIKE 'X%',4
n,n.name LIKE '%S%',2
n,n.name LIKE 'V%',4
n,n.name LIKE '%C%',3
n,n.name LIKE 'P%',5
n,n.name LIKE '%W%',5
n,n.name LIKE '%E%',5
n,n.name LIKE 'S%',3
n,n.name LIKE 'W%',3
t,t.production_year > 2000,137
t,t.production_year > 2005,72
t,t.production_year > 1990,59
t,t.production_year > 2008,13
t,t.production_year > 2010,83
t,t.production_year > 2014,7
t,t.production_year > 2009,10
t,t.production_year > 1950,19
