Table,Condition,Frequency
k,k.keyword = 'sequel',16
k,k.keyword = 'character-name-in-title',25
k,k.keyword = 'computer-animation',4
k,k.keyword = 'marvel-cinematic-universe',5
n,n.name LIKE '%G%',1
n,n.name LIKE 'B%',3
n,n.name LIKE '%T%',2
n,n.name LIKE 'U%',2
n,n.name LIKE '%Yo%',3
n,n.name LIKE '%Downey%Robert%',8
n,n.name LIKE '%L%',1
n,n.name LIKE '%H%',2
n,n.name LIKE '%O%',4
n,n.name LIKE '%Y%',3
n,n.name LIKE '%C%',2
n,n.name LIKE '%W%',1
n,n.name LIKE 'E%',1
n,n.name LIKE '%D%',1
n,n.name LIKE 'A%',1
n,n.name LIKE '%I%',1
n,n.name LIKE 'F%',1
n,n.name LIKE 'S%',2
n,n.name LIKE '%B%',1
n,n.name LIKE '%Angel%',2
n,n.name LIKE 'I%',1
n,n.name LIKE '%P%',1
n,n.name LIKE '%J%',1
n,n.name LIKE '%Ang%',1
n,n.name LIKE '%F%',1
n,n.name LIKE '%N%',1
n,n.name LIKE 'K%',1
n,n.name LIKE 'H%',1
t,t.production_year > 2005,6
t,t.production_year > 2000,19
t,t.production_year > 2010,11
t,t.production_year > 1990,6
t,t.production_year > 1950,2
t,t.production_year > 2009,3
t,t.production_year > 2008,3
